weight,quality,color,clarity,depth,width_rel,price,x,y,z
0.47,Fair,E,SI1,67.9,56.0,829,4.84,4.65,3.24
0.79,Good,I,SI1,63.9,55.0,2095,5.85,5.8,3.72
0.57,Ideal,G,VS2,61.6,57.0,1608,5.32,5.36,3.29
1.04,Ideal,F,SI1,62.1,56.0,4426,6.54,6.47,4.04
1.0,Very Good,F,VVS1,61.7,57.0,9492,6.39,6.41,3.95
0.4,Ideal,G,SI1,61.5,57.0,942,4.74,4.76,2.92
0.55,Premium,G,SI2,60.3,58.0,1081,5.33,5.35,3.22
1.51,Premium,E,SI1,62.4,59.0,12319,7.33,7.29,4.56
1.5,Ideal,G,SI2,63.0,57.0,6720,7.31,7.2,4.57
1.01,Premium,E,SI2,61.0,56.0,4371,6.42,6.36,3.9
1.04,Premium,D,VS1,60.8,58.0,7041,6.53,6.5,3.96
1.52,Premium,D,SI2,61.5,60.0,9789,7.44,7.39,4.56
1.51,Ideal,J,VS1,61.9,56.0,8524,7.41,7.35,4.57
0.32,Premium,E,VS2,60.5,59.0,900,4.43,4.39,2.67
1.11,Premium,F,VS2,61.9,58.0,7371,6.7,6.64,4.13
1.0,Premium,G,VS2,60.8,60.0,5322,6.39,6.33,3.87
0.32,Ideal,G,VVS1,61.4,55.0,1080,4.44,4.42,2.72
1.3,Very Good,J,VS1,63.2,57.0,4994,6.91,6.86,4.35
0.7,Premium,G,VS1,58.3,58.0,2459,5.9,5.86,3.43
0.51,Ideal,E,VS2,62.8,56.0,1733,5.14,5.11,3.22
1.08,Premium,D,SI1,61.6,56.0,5419,6.64,6.57,4.07
0.81,Ideal,I,SI1,61.3,56.0,3043,6.27,6.23,3.83
0.9,Premium,E,SI2,61.7,58.0,3830,6.18,6.11,3.79
0.9,Very Good,I,SI2,61.3,56.0,2800,6.17,6.23,3.8
0.3,Very Good,H,VS1,63.2,56.0,675,4.29,4.25,2.7
0.32,Ideal,G,VS2,62.0,57.0,672,4.41,4.37,2.72
0.32,Premium,J,VS2,61.9,59.0,393,4.35,4.38,2.7
0.5,Ideal,H,SI2,62.3,56.0,1119,5.14,5.09,3.19
0.41,Premium,G,VS2,61.7,61.0,1061,4.74,4.7,2.91
0.58,Very Good,G,SI2,63.3,58.0,1117,5.26,5.29,3.34
0.7,Ideal,G,VVS2,59.9,58.0,3234,5.78,5.8,3.47
0.4,Ideal,D,VS2,61.5,55.0,1050,4.75,4.71,2.91
0.31,Ideal,G,VVS1,61.9,55.0,816,4.3,4.36,2.68
0.5,Premium,D,SI2,62.6,58.0,1243,5.04,4.96,3.13
0.45,Very Good,I,VVS1,63.0,56.0,947,4.88,4.9,3.08
1.23,Ideal,H,SI2,62.4,57.0,6152,6.79,6.84,4.25
1.28,Ideal,H,SI1,61.8,57.0,7109,7.02,6.97,4.32
0.5,Fair,F,VS2,64.9,58.0,1225,4.99,4.9,3.21
0.4,Very Good,E,VS2,63.8,55.0,791,4.66,4.71,2.99
1.2,Very Good,H,I1,58.6,57.0,3696,6.96,7.01,4.09
0.34,Premium,D,SI1,62.7,59.0,626,4.42,4.45,2.78
0.53,Ideal,D,SI1,62.2,56.0,1631,5.19,5.23,3.24
1.23,Ideal,I,SI2,62.3,55.0,4773,6.85,6.82,4.26
1.2,Ideal,F,IF,61.6,57.0,14300,6.84,6.79,4.2
0.4,Very Good,E,SI1,62.8,59.0,707,4.7,4.73,2.96
0.92,Premium,F,SI1,62.6,59.0,3749,6.19,6.23,3.89
0.41,Ideal,H,IF,62.1,56.0,1187,4.74,4.76,2.95
0.62,Good,E,SI2,59.4,65.0,1333,5.54,5.48,3.27
2.01,Good,E,SI1,63.8,55.0,15093,8.0,7.96,5.09
0.81,Premium,G,SI2,61.7,57.0,2482,5.99,5.94,3.68
0.62,Premium,F,SI1,59.8,60.0,1766,5.56,5.51,3.31
1.34,Ideal,H,VS2,60.2,56.0,7429,7.23,7.18,4.34
1.12,Ideal,D,VS1,61.1,57.0,9694,6.68,6.75,4.1
1.61,Ideal,G,VS1,61.8,57.0,17076,7.48,7.51,4.63
0.33,Ideal,D,SI2,60.9,56.0,631,4.48,4.45,2.72
0.29,Ideal,H,VVS1,62.1,55.0,607,4.28,4.3,2.66
1.04,Ideal,G,VS2,61.4,57.0,6177,6.5,6.53,4.0
1.11,Very Good,G,VS2,62.2,57.0,6953,6.55,6.6,4.09
0.7,Fair,F,I1,66.5,62.0,992,5.54,5.49,3.67
0.56,Very Good,J,VS2,60.6,57.0,1232,5.35,5.38,3.25
0.7,Very Good,E,SI2,61.5,56.0,2298,5.71,5.73,3.52
0.31,Ideal,G,IF,62.8,56.0,786,4.34,4.39,2.74
0.69,Fair,G,VS1,61.2,65.4,2235,5.58,5.64,3.42
1.52,Premium,I,SI2,62.2,59.0,6214,7.36,7.27,4.56
0.56,Very Good,F,SI1,63.2,56.0,1441,5.29,5.24,3.33
0.71,Very Good,G,SI1,62.7,58.0,2274,5.7,5.72,3.58
1.28,Very Good,I,SI1,63.6,54.0,5920,6.87,6.9,4.38
0.72,Ideal,G,VS2,62.0,56.0,2383,5.75,5.79,3.58
0.3,Very Good,F,SI1,62.9,57.0,500,4.25,4.27,2.68
1.6,Very Good,I,VS2,60.0,60.0,10497,7.55,7.59,4.54
2.2,Fair,I,I1,66.3,56.0,7934,8.05,8.0,5.32
1.01,Ideal,E,VS2,62.1,56.0,7355,6.41,6.45,3.99
1.5,Fair,I,SI1,56.7,63.0,7912,7.52,7.57,4.28
0.37,Ideal,G,VVS2,60.7,55.0,1073,4.66,4.7,2.84
0.51,Premium,G,VVS2,61.7,58.0,1974,5.18,5.13,3.18
1.26,Good,J,SI1,63.9,58.0,4255,6.78,6.74,4.32
1.11,Very Good,E,SI1,62.4,57.0,6563,6.58,6.6,4.11
0.31,Very Good,I,VS2,60.7,61.0,435,4.32,4.34,2.63
1.51,Premium,F,VS2,62.9,61.0,13945,7.31,7.22,4.57
0.7,Premium,H,SI2,62.8,59.0,2142,5.65,5.62,3.54
0.32,Premium,G,VVS1,61.9,58.0,1080,4.39,4.36,2.71
0.72,Very Good,E,VS2,63.0,56.0,2949,5.66,5.73,3.59
1.51,Premium,H,IF,60.2,60.0,13075,7.41,7.44,4.47
0.41,Ideal,F,VS1,61.9,55.0,1007,4.76,4.8,2.96
1.13,Fair,H,SI2,64.4,58.0,4113,6.59,6.51,4.22
0.7,Ideal,G,VS1,61.3,59.0,2987,5.68,5.7,3.49
0.32,Premium,I,SI1,59.9,61.0,540,4.47,4.44,2.67
0.52,Ideal,E,VS2,60.4,57.0,1576,5.17,5.22,3.14
1.5,Very Good,H,SI2,63.0,58.0,7888,7.2,7.25,4.55
0.3,Good,G,SI1,63.2,55.0,417,4.26,4.29,2.7
0.4,Good,E,SI1,63.6,57.0,687,4.65,4.69,2.97
0.9,Good,H,VS2,63.1,60.0,3989,6.08,6.12,3.85
0.51,Premium,E,VS2,60.6,60.0,1614,5.2,5.19,3.15
0.35,Ideal,F,SI1,62.2,56.0,748,4.52,4.48,2.8
0.34,Ideal,F,VS1,61.1,55.0,764,4.53,4.57,2.78
1.15,Premium,H,SI1,62.0,58.0,5433,6.77,6.71,4.18
0.34,Premium,D,VS2,60.4,60.0,1033,4.56,4.51,2.74
1.0,Premium,E,VS2,62.7,59.0,6600,6.31,6.38,3.98
0.33,Ideal,H,SI1,60.9,56.0,511,4.5,4.53,2.75
0.34,Ideal,G,VVS1,61.3,55.0,863,4.54,4.56,2.79
1.53,Ideal,I,SI2,61.3,59.0,8062,7.42,7.39,4.54
0.3,Ideal,E,VS1,62.0,53.0,673,4.31,4.33,2.68
0.33,Ideal,F,VS2,60.5,55.0,666,4.47,4.55,2.73
1.51,Very Good,D,VS1,62.8,57.0,15513,7.23,7.29,4.56
2.06,Premium,I,SI1,61.0,58.0,15517,8.24,8.19,5.01
0.29,Ideal,G,VVS2,60.7,54.0,607,4.33,4.37,2.64
0.55,Very Good,G,SI1,60.7,56.0,1141,5.32,5.38,3.25
1.26,Ideal,F,SI1,60.6,56.0,6922,7.05,6.98,4.25
0.9,Very Good,D,SI2,60.3,63.0,3473,6.22,6.12,3.72
1.0,Good,I,SI1,63.2,56.0,4015,6.31,6.37,4.01
0.55,Good,F,IF,60.8,60.0,2266,5.26,5.36,3.23
0.51,Premium,G,VS2,61.1,58.0,1381,5.17,5.2,3.17
0.5,Fair,D,SI1,64.6,61.0,1238,5.05,4.95,3.23
0.9,Very Good,I,SI1,63.2,56.0,3120,6.15,6.12,3.88
1.01,Premium,G,VVS2,61.9,59.0,7964,6.45,6.41,3.98
1.26,Premium,G,VS2,60.1,61.0,8113,7.04,6.97,4.21
0.74,Very Good,D,SI2,63.1,58.0,2713,5.69,5.79,3.62
0.32,Premium,I,VS1,62.0,58.0,505,4.37,4.4,2.72
0.35,Premium,J,VS1,62.2,58.0,591,4.54,4.49,2.81
1.1,Ideal,J,SI2,60.1,57.0,4624,6.77,6.74,4.06
0.35,Ideal,D,VS1,63.0,57.0,990,4.51,4.48,2.83
0.71,Ideal,D,VS2,61.2,55.0,4029,5.74,5.78,3.53
0.31,Very Good,D,SI1,63.5,56.0,732,4.31,4.29,2.73
1.01,Very Good,I,SI2,63.7,57.0,3998,6.32,6.36,4.04
1.2,Premium,H,SI1,58.9,60.0,6129,7.02,6.94,4.11
0.41,Ideal,F,VS2,62.7,57.0,863,4.73,4.78,2.98
0.23,Good,F,VVS2,62.8,61.0,505,3.92,3.95,2.47
0.81,Very Good,I,VS2,62.6,59.7,2444,5.86,5.92,3.69
0.35,Ideal,G,VS1,62.6,54.0,706,4.52,4.56,2.84
1.5,Very Good,D,VS2,62.4,57.0,17153,7.2,7.25,4.51
0.71,Ideal,D,SI2,62.0,54.0,2934,5.77,5.74,3.57
0.32,Premium,F,VS1,62.1,60.0,874,4.37,4.33,2.7
0.4,Very Good,F,IF,61.1,57.0,1217,4.73,4.77,2.9
0.71,Ideal,G,SI1,60.6,57.0,2233,5.72,5.8,3.49
0.53,Ideal,E,VS2,61.4,56.0,1721,5.21,5.24,3.21
0.31,Premium,G,SI1,61.9,56.0,593,4.38,4.34,2.7
0.92,Fair,E,SI1,65.6,57.0,3407,6.1,6.07,3.99
1.09,Ideal,H,SI2,62.0,57.0,4264,6.61,6.55,4.08
0.7,Ideal,G,VS1,61.4,55.0,2573,5.74,5.69,3.51
1.25,Ideal,E,SI2,62.3,58.0,7289,6.86,6.89,4.28
0.31,Premium,H,VS1,59.7,58.0,544,4.41,4.43,2.64
1.1,Ideal,H,SI2,62.0,56.5,5002,6.58,6.63,4.09
0.31,Ideal,G,VVS2,61.8,56.0,687,4.37,4.4,2.71
0.72,Ideal,H,VVS1,60.8,58.0,3180,5.77,5.8,3.52
0.43,Ideal,G,SI1,61.1,57.0,951,4.88,4.9,2.99
1.5,Very Good,D,VS2,63.8,55.0,13629,7.24,7.28,4.63
1.51,Very Good,I,VS2,63.1,56.0,8223,7.26,7.32,4.6
0.31,Ideal,G,IF,61.7,56.0,891,4.34,4.38,2.69
0.71,Premium,F,VS2,62.8,57.0,2801,5.69,5.64,3.56
0.32,Good,F,VS2,63.3,57.0,602,4.34,4.38,2.76
0.42,Ideal,H,VVS2,62.4,56.0,984,4.8,4.78,2.99
0.33,Ideal,G,IF,61.9,54.0,984,4.42,4.46,2.75
0.52,Ideal,G,VVS2,62.7,55.0,1906,5.12,5.15,3.22
0.38,Ideal,E,SI1,62.3,53.0,660,4.65,4.69,2.91
0.44,Ideal,H,SI1,61.6,56.0,911,4.87,4.93,3.02
0.32,Good,F,VS2,63.6,57.0,828,4.37,4.34,2.77
0.5,Fair,H,VS1,66.3,55.0,1136,4.86,4.91,3.24
1.11,Premium,E,SI1,61.3,58.0,5802,6.61,6.66,4.07
0.57,Ideal,E,VS1,61.3,57.0,2110,5.34,5.37,3.28
1.5,Premium,G,SI1,62.9,56.0,9954,7.34,7.22,4.58
0.5,Ideal,D,SI1,62.1,57.0,1610,5.08,5.03,3.14
0.28,Ideal,G,SI1,60.7,56.0,430,4.25,4.28,2.59
0.31,Ideal,E,VS2,60.9,57.0,680,4.34,4.36,2.65
0.3,Good,J,VS1,63.4,55.0,394,4.25,4.3,2.71
0.42,Ideal,D,SI1,63.0,55.0,970,4.79,4.76,3.01
0.33,Ideal,G,VVS1,61.7,54.0,1114,4.48,4.47,2.76
0.9,Very Good,F,SI1,61.1,56.0,3893,6.23,6.3,3.83
1.0,Ideal,F,SI1,62.7,57.0,5221,6.44,6.38,4.02
0.53,Very Good,F,SI2,60.5,60.0,1132,5.19,5.23,3.15
0.91,Ideal,E,SI1,61.0,57.0,4392,6.2,6.26,3.8
1.83,Premium,G,I1,62.0,58.0,6313,7.84,7.8,4.85
0.74,Premium,E,SI2,58.8,60.0,2512,5.93,5.91,3.48
0.56,Ideal,E,VS1,61.0,57.0,1978,5.32,5.34,3.25
0.52,Very Good,E,VS1,61.8,60.0,2021,5.14,5.18,3.19
1.11,Ideal,G,VS2,62.0,56.0,7608,6.65,6.62,4.12
1.0,Premium,G,VS2,60.6,60.0,6048,6.4,6.3,3.85
0.52,Very Good,D,VS2,63.5,57.0,1828,5.13,5.08,3.24
1.07,Good,E,VS2,63.1,56.0,7250,6.49,6.54,4.11
0.35,Ideal,G,VVS1,61.8,54.5,853,4.54,4.58,2.82
1.28,Ideal,G,VS1,62.1,57.0,10126,6.91,6.94,4.3
2.0,Very Good,J,SI1,63.3,59.0,11189,7.95,7.89,5.01
1.52,Premium,D,SI1,60.2,58.0,12502,7.49,7.46,4.5
0.92,Good,D,SI2,57.8,63.0,3277,6.4,6.36,3.69
0.43,Ideal,G,VS1,61.9,55.0,1008,4.86,4.84,3.0
1.52,Premium,D,SI2,60.2,60.0,8897,7.46,7.4,4.47
0.38,Ideal,F,VS1,61.3,56.0,1116,4.68,4.72,2.88
1.07,Ideal,H,VS2,62.1,57.0,4458,6.53,6.49,4.04
0.55,Premium,E,VS2,58.1,62.0,1708,5.46,5.38,3.15
0.9,Very Good,I,VS1,62.6,58.0,3844,6.09,6.15,3.83
0.44,Premium,E,VVS2,60.0,59.0,1274,4.95,4.99,2.98
0.37,Ideal,E,VS2,62.6,56.0,1041,4.61,4.56,2.87
1.0,Fair,G,SI1,68.9,56.0,3833,6.16,6.11,4.23
1.6,Ideal,G,SI1,62.1,56.0,11651,7.51,7.48,4.65
1.5,Ideal,G,VS2,61.7,54.0,13135,7.36,7.4,4.55
0.32,Ideal,I,VS2,62.3,55.0,466,4.39,4.41,2.74
0.32,Ideal,H,VS1,61.9,55.0,720,4.42,4.4,2.73
1.02,Very Good,H,SI1,63.5,58.0,4688,6.39,6.36,4.05
0.53,Ideal,H,VS2,62.3,54.0,1353,5.19,5.21,3.24
0.42,Ideal,D,VVS2,62.1,55.0,1389,4.81,4.79,2.98
0.72,Ideal,H,VS2,60.1,56.0,3122,5.85,5.88,3.52
0.39,Ideal,F,VVS2,60.4,60.0,1031,4.73,4.78,2.87
0.4,Ideal,E,VVS2,62.2,56.0,1158,4.71,4.78,2.95
0.32,Ideal,G,VVS2,61.2,58.0,698,4.39,4.43,2.7
1.36,Ideal,F,VS1,61.4,57.0,11132,7.25,7.09,4.4
0.34,Very Good,G,VS2,63.1,57.0,765,4.47,4.43,2.81
0.41,Ideal,F,VVS1,62.3,55.0,1295,4.74,4.79,2.97
0.5,Very Good,F,VS2,61.4,59.0,1615,5.1,5.12,3.14
1.2,Ideal,G,VS1,62.3,56.0,8596,6.82,6.77,4.23
0.38,Very Good,I,VVS1,62.6,59.0,630,4.6,4.64,2.89
0.78,Good,G,SI1,63.9,64.0,2386,5.82,5.7,3.68
0.36,Ideal,G,VS1,61.4,56.0,949,4.55,4.6,2.81
1.76,Very Good,I,SI2,62.0,57.0,9898,7.7,7.74,4.78
1.5,Good,F,SI2,62.6,64.0,8820,7.25,7.19,4.52
0.35,Ideal,D,SI1,61.6,56.0,644,4.49,4.53,2.78
0.4,Ideal,F,VVS1,61.7,56.0,1323,4.75,4.72,2.92
0.31,Premium,I,VS2,59.9,60.0,435,4.41,4.44,2.65
0.41,Very Good,G,VVS1,61.0,61.0,1151,4.72,4.75,2.89
0.31,Ideal,D,VVS2,61.0,56.0,853,4.37,4.39,2.67
0.41,Ideal,F,VVS2,61.9,55.0,1192,4.79,4.74,2.95
0.7,Good,I,VVS2,59.7,59.0,2335,5.73,5.77,3.43
0.86,Premium,E,SI1,61.9,61.0,3323,6.07,5.99,3.73
0.32,Ideal,E,VS1,59.5,57.0,657,4.45,4.49,2.66
0.71,Premium,I,VVS1,62.0,58.0,2549,5.65,5.7,3.52
1.32,Premium,F,SI2,60.6,60.0,6541,7.05,7.1,4.29
0.31,Premium,G,VVS1,61.2,59.0,816,4.32,4.34,2.65
2.22,Very Good,J,SI2,61.2,63.0,10662,8.33,8.23,5.07
1.08,Premium,D,SI1,62.8,58.0,6623,6.62,6.51,4.12
0.71,Good,G,VS2,64.1,56.0,2258,5.64,5.6,3.6
1.01,Ideal,J,SI2,59.0,59.0,3982,6.57,6.61,3.89
0.33,Very Good,E,VS2,59.8,59.0,772,4.5,4.53,2.7
0.32,Ideal,E,VS1,61.4,55.0,713,4.42,4.44,2.72
1.71,Premium,H,VVS2,61.4,59.0,14866,7.77,7.67,4.74
0.3,Ideal,G,VVS2,61.8,57.0,850,4.31,4.33,2.67
0.58,Premium,G,VVS2,59.7,59.0,1990,5.4,5.45,3.24
0.89,Ideal,G,VVS2,61.7,55.0,4062,6.22,6.19,3.83
0.41,Good,F,SI1,63.7,58.0,904,4.74,4.71,3.01
0.31,Ideal,G,VS2,61.6,55.0,698,4.39,4.37,2.7
0.41,Ideal,D,SI2,62.3,57.0,876,4.78,4.75,2.97
0.28,Good,J,VVS2,58.4,60.0,375,4.27,4.33,2.51
0.42,Ideal,E,SI1,61.3,57.0,773,4.79,4.81,2.94
0.82,Ideal,I,SI2,61.1,57.0,2075,6.05,6.09,3.71
0.34,Ideal,H,VVS2,61.1,56.0,852,4.52,4.55,2.77
0.7,Ideal,H,SI1,61.9,57.0,2107,5.66,5.69,3.51
0.36,Ideal,F,SI1,61.6,56.0,718,4.62,4.57,2.83
0.41,Ideal,D,SI1,61.4,56.0,1015,4.8,4.77,2.94
0.32,Premium,I,VS1,61.3,58.0,505,4.35,4.39,2.68
0.75,Premium,G,VS2,61.7,58.0,2760,5.85,5.79,3.59
1.27,Ideal,J,VS2,62.9,54.0,5925,6.87,6.9,4.33
1.02,Premium,F,SI2,60.3,59.0,4318,6.53,6.5,3.93
0.51,Premium,F,SI1,59.4,60.0,1308,5.19,5.21,3.09
2.09,Ideal,I,VS2,62.5,56.0,17999,8.13,8.17,5.1
0.73,Very Good,E,VS2,62.9,58.0,3184,5.7,5.75,3.6
0.52,Ideal,F,VVS2,62.5,57.0,2064,5.15,5.19,3.23
1.09,Premium,G,VS2,62.1,57.0,5098,6.6,6.55,4.08
0.6,Ideal,D,VS2,60.4,57.0,2019,5.49,5.53,3.33
0.4,Premium,E,VS1,60.3,58.0,1125,4.82,4.8,2.9
0.25,Ideal,H,VS1,61.9,54.0,426,4.07,4.1,2.53
1.65,Fair,J,SI1,61.6,66.0,5914,7.61,7.47,4.66
1.11,Very Good,G,SI1,60.3,60.0,5000,6.62,6.67,4.01
1.12,Ideal,I,VS2,62.8,55.0,4986,6.69,6.66,4.19
0.41,Ideal,G,SI1,62.1,55.0,1110,4.78,4.81,2.98
0.9,Fair,H,VS2,64.6,55.0,3538,6.07,6.0,3.9
0.24,Good,F,VS1,58.3,61.0,373,4.09,4.14,2.4
1.73,Ideal,I,VS2,61.0,56.0,13465,7.72,7.79,4.73
0.79,Premium,F,SI1,62.8,55.0,2656,5.94,5.88,3.71
0.34,Ideal,H,VVS1,61.8,57.0,995,4.46,4.44,2.75
1.51,Premium,G,VS2,60.8,60.0,13157,7.42,7.38,4.5
0.96,Good,H,SI2,56.7,62.0,3454,6.51,6.39,3.66
0.51,Ideal,D,VS2,62.1,56.0,1882,5.16,5.11,3.19
1.5,Premium,D,SI1,62.4,58.0,12069,7.27,7.31,4.55
1.33,Good,D,SI2,59.0,64.0,6152,7.22,7.12,4.23
0.33,Very Good,G,SI2,62.9,55.0,434,4.41,4.46,2.79
0.9,Fair,G,I1,66.0,58.0,2310,5.96,5.88,3.91
1.11,Fair,J,SI2,64.8,55.1,4056,6.44,6.55,4.21
1.01,Good,F,SI2,63.9,54.0,4416,6.33,6.44,4.08
0.5,Very Good,E,VS2,63.4,58.0,1583,5.08,5.05,3.21
0.5,Good,F,VS1,61.5,61.0,1613,5.01,5.07,3.1
0.95,Ideal,F,SI1,61.7,56.0,6291,6.31,6.34,3.9
1.04,Good,F,VS1,63.2,57.0,7399,6.41,6.44,4.06
0.32,Premium,G,VS2,62.6,59.0,720,4.36,4.33,2.72
0.32,Very Good,D,SI1,63.1,56.0,756,4.38,4.34,2.75
1.0,Premium,I,VS2,62.7,62.0,3918,6.32,6.27,3.95
0.3,Ideal,E,VVS1,62.4,55.0,826,4.32,4.34,2.7
0.76,Ideal,E,VVS1,61.8,54.0,4382,5.9,5.87,3.64
0.41,Ideal,E,VS1,61.8,55.0,1079,4.75,4.8,2.95
0.3,Ideal,G,VVS2,60.7,58.0,655,4.34,4.36,2.64
0.41,Premium,F,VS1,62.7,58.0,1076,4.77,4.74,2.98
1.01,Premium,G,SI1,62.8,59.0,4338,6.33,6.29,3.96
2.3,Ideal,I,SI2,61.8,57.0,16329,8.48,8.45,5.23
1.06,Very Good,F,SI1,59.5,63.0,4488,6.62,6.59,3.93
1.2,Very Good,I,SI1,63.1,58.0,4838,6.72,6.66,4.22
0.29,Ideal,E,VS2,60.1,56.0,619,4.3,4.34,2.6
0.31,Good,I,SI1,63.3,53.0,408,4.3,4.32,2.73
0.42,Ideal,G,VVS2,62.7,57.0,938,4.73,4.78,2.98
1.25,Premium,H,SI2,60.4,59.0,5950,7.02,6.95,4.22
0.9,Good,H,SI1,63.8,58.0,3357,6.05,6.12,3.88
0.31,Ideal,F,VS1,61.1,57.0,729,4.34,4.36,2.66
0.26,Ideal,G,VVS2,62.3,56.0,545,4.07,4.1,2.54
1.41,Good,D,SI2,63.9,60.0,7501,7.08,7.0,4.5
0.53,Good,H,IF,61.2,65.0,1440,5.16,5.27,3.19
0.5,Very Good,F,VS2,62.5,56.0,1436,5.06,5.09,3.17
0.78,Ideal,D,SI1,62.2,55.0,3389,5.92,5.95,3.69
1.1,Ideal,D,VS2,61.7,56.0,10350,6.63,6.67,4.1
0.6,Ideal,D,VVS1,61.6,56.0,3570,5.41,5.43,3.34
2.06,Very Good,F,SI2,61.5,56.0,16603,8.15,8.18,5.02
0.72,Very Good,H,VS1,62.8,56.0,2206,5.72,5.77,3.61
0.54,Ideal,G,VS1,62.0,53.9,1745,5.22,5.24,3.24
0.31,Ideal,H,VVS1,61.6,55.0,907,4.38,4.35,2.69
0.33,Premium,G,VVS2,60.6,58.0,752,4.47,4.5,2.72
0.4,Premium,H,VS1,62.6,58.0,807,4.66,4.73,2.94
0.4,Ideal,G,VS2,61.1,56.0,1240,4.74,4.78,2.91
2.09,Premium,H,SI1,60.5,61.0,12063,8.32,8.25,5.01
1.51,Very Good,F,VVS2,61.9,58.0,16716,7.3,7.36,4.54
1.02,Ideal,G,VVS2,62.1,57.0,8401,6.43,6.45,4.0
0.24,Ideal,F,VVS2,62.1,56.0,678,3.96,3.99,2.46
0.7,Ideal,E,VS2,61.9,57.0,2553,5.69,5.74,3.54
1.71,Ideal,H,VS2,62.4,58.0,13190,7.64,7.68,4.78
1.42,Very Good,G,VS1,62.7,55.0,11452,7.11,7.17,4.48
1.01,Good,G,SI1,63.7,60.0,5113,6.32,6.28,4.01
0.42,Ideal,D,VS2,61.2,56.0,1031,4.8,4.84,2.95
0.44,Good,F,SI1,63.8,54.0,756,4.8,4.85,3.08
0.33,Very Good,H,IF,60.3,59.0,868,4.47,4.49,2.7
1.0,Very Good,F,SI1,60.5,60.0,5119,6.38,6.45,3.88
0.32,Ideal,I,VS1,62.1,57.0,605,4.42,4.37,2.73
0.7,Ideal,F,VVS1,62.4,55.0,4341,5.65,5.69,3.54
1.03,Premium,H,SI1,62.4,58.0,4274,6.5,6.42,4.03
0.23,Very Good,E,VVS2,62.7,55.0,505,3.9,3.95,2.46
0.59,Ideal,D,SI2,62.4,58.0,1419,5.35,5.39,3.35
0.55,Very Good,D,VVS1,61.5,56.0,2815,5.23,5.27,3.23
0.4,Very Good,D,SI2,63.1,56.0,798,4.67,4.65,2.94
0.3,Very Good,F,VS2,62.9,57.0,605,4.27,4.29,2.69
0.36,Ideal,F,IF,62.5,54.0,1056,4.54,4.58,2.85
0.54,Ideal,H,SI1,62.5,56.0,1147,5.2,5.23,3.26
0.32,Ideal,H,VVS1,60.4,57.0,730,4.42,4.46,2.68
1.03,Very Good,F,VS2,63.4,62.0,6218,6.34,6.31,4.01
1.6,Premium,F,SI2,60.5,60.0,8530,7.55,7.52,4.56
0.7,Very Good,F,VS2,61.6,60.0,2737,5.59,5.65,3.46
1.53,Premium,I,VS1,62.4,59.0,10924,7.34,7.3,4.57
0.5,Ideal,G,VVS1,61.9,58.0,1883,5.06,5.09,3.14
1.52,Ideal,H,SI1,61.5,58.0,10589,7.4,7.36,4.54
0.35,Ideal,F,IF,60.9,55.0,1312,4.58,4.61,2.8
1.5,Good,F,SI1,63.4,58.0,10766,7.16,7.2,4.55
0.31,Premium,E,VVS1,58.9,59.0,969,4.48,4.41,2.62
1.22,Premium,H,SI1,60.6,58.0,5063,6.91,6.86,4.17
0.41,Ideal,J,VS1,62.4,55.0,648,4.75,4.77,2.97
0.53,Very Good,E,VS1,63.0,56.0,1776,5.13,5.16,3.24
0.61,Ideal,E,VS2,61.9,53.0,2248,5.45,5.5,3.39
0.82,Very Good,H,SI1,60.7,56.0,2836,6.04,6.06,3.67
0.55,Very Good,J,SI1,60.9,56.0,1100,5.29,5.35,3.24
0.51,Very Good,D,SI1,62.3,63.0,1387,5.08,5.03,3.15
0.24,Premium,D,VVS2,58.8,58.0,668,4.08,4.05,2.39
2.1,Premium,I,SI1,59.9,61.0,15615,8.34,8.26,4.97
0.9,Very Good,E,SI1,61.4,56.0,5387,6.19,6.23,3.81
1.21,Ideal,H,SI1,61.2,57.0,5973,6.86,6.93,4.22
0.36,Ideal,F,VS2,62.0,55.0,726,4.55,4.58,2.83
0.25,Very Good,E,VVS1,60.2,59.0,575,4.11,4.13,2.48
0.32,Ideal,D,SI1,62.9,56.0,706,4.4,4.38,2.76
0.37,Very Good,E,VS1,63.7,56.0,738,4.54,4.6,2.91
0.73,Ideal,F,SI2,62.5,56.0,2455,5.73,5.75,3.59
1.26,Premium,E,SI2,62.9,59.0,6085,6.85,6.82,4.3
0.3,Good,I,SI1,63.4,57.0,394,4.23,4.25,2.69
2.02,Premium,G,SI1,62.3,61.0,16323,8.07,7.96,4.99
0.31,Premium,E,VS2,61.3,60.0,680,4.32,4.39,2.67
0.35,Ideal,H,VS1,62.0,56.0,788,4.56,4.54,2.82
0.7,Very Good,E,SI1,63.2,57.0,2518,5.63,5.61,3.55
0.71,Ideal,E,VS1,61.4,59.0,3198,5.71,5.75,3.52
0.41,Very Good,E,VVS2,59.9,60.0,1233,4.8,4.82,2.88
0.35,Very Good,H,VVS2,61.0,57.0,650,4.54,4.57,2.77
0.31,Ideal,E,VS2,62.0,56.0,680,4.34,4.37,2.7
0.81,Ideal,F,SI1,61.5,57.0,3422,6.01,6.06,3.71
0.59,Very Good,H,SI2,61.2,60.0,1254,5.38,5.43,3.31
1.5,Ideal,G,VS1,61.3,53.9,13820,7.37,7.42,4.53
0.53,Ideal,H,VS1,60.8,57.0,1848,5.24,5.29,3.2
